"","Type","Subpopulation","Indicator","Category","DiffEst.P","StdError.P","LCB95Pct.P","UCB95Pct.P","DiffEst.U","StdError.U","LCB95Pct.U","UCB95Pct.U","NResp_1","Estimate.P_1","StdError.P_1","LCB95Pct.P_1","UCB95Pct.P_1","Estimate.U_1","StdError.U_1","LCB95Pct.U_1","UCB95Pct.U_1","NResp_2","Estimate.P_2","StdError.P_2","LCB95Pct.P_2","UCB95Pct.P_2","Estimate.U_2","StdError.U_2","LCB95Pct.U_2","UCB95Pct.U_2"
"1","National","National","NCCA_SCI_Status","Good",-5.47864543947135,1.97700854249647,-9.35351097989246,-1.60377989905024,-3742.50753322029,828.078456537514,-5365.51148440733,-2119.50358203324,1137,89.560835346237,0.91868664235533,87.7602426141425,91.3614280783315,26456.568322719,470.62584606904,25534.15861423,27378.978031208,566,84.0821899067656,1.75059350800291,80.6510896795103,87.513290134021,22714.0607894987,681.340768773858,21378.6574215031,24049.4641574943
"2","National","National","NCCA_SCI_Status","Fair",4.79083422359422,1.49221336912767,1.86614976285483,7.71551868433362,1183.36625443524,417.70497620751,364.679544905361,2002.05296396512,101,4.38740396493369,0.533472180826349,3.34181770376001,5.43299022610738,1296.05370817383,157.071002446198,988.200200363684,1603.90721598398,68,9.17823818852792,1.39359541161978,6.44684137273287,11.909635004323,2479.41996260907,387.047991002489,1720.81983995561,3238.02008526253
"3","National","National","NCCA_SCI_Status","Poor",0.0101547843998316,0.041210223650135,-0.0706157697492737,0.0909253385489369,1.13022741404036,11.6932780159302,-21.7881763583969,24.0486311864776,5,0.0638503628709236,0.0304462882761202,0.00417673438680387,0.123523991355043,18.8616093317398,8.99259482295554,1.23644735118555,36.486771312294,3,0.0740051472707552,0.0277723975108655,0.019572248385129,0.128438046156381,19.9918367457801,7.47435543093786,5.34236929349057,34.6413041980697
"4","National","National","NCCA_SCI_Status","Missing",0.677656431477286,1.39383068533071,-2.05420151231769,3.40951437527226,31.7953685640186,392.662339489557,-737.808674920752,801.399412048789,79,5.98791032595841,0.764978570370088,4.48857987908809,7.48724077282872,1768.84860482366,224.31997396773,1329.18953483395,2208.50767481338,37,6.66556675743569,1.16514881720921,4.38191703907621,8.94921647579518,1800.64397338768,322.279788588314,1168.9871948094,2432.30075196596
"5","NCCA_Region","Gulf","NCCA_SCI_Status","Good",2.9244592651544,2.60072575784571,-2.17286955388883,8.02178808419762,-572.249689336606,446.190894410657,-1446.76777261121,302.268393937996,263,89.4629904849347,1.82234254009778,85.8912647388478,93.0347162310216,10747.1378976353,263.50703552599,10230.6735983314,11263.6021969391,219,92.3874497500891,1.85548972890504,88.7507567077512,96.024142792427,10174.8882082987,360.069932767632,9469.16410815837,10880.612308439
"6","NCCA_Region","Gulf","NCCA_SCI_Status","Fair",2.30887727951458,1.06535033316111,0.220828995601055,4.39692556342811,246.304270512699,120.438385897542,10.2493717973796,482.359169228019,2,0.798152961972055,0.544448847000831,0,1.86525309351804,95.8816589879612,65.3947601567565,0,224.053033672839,9,3.10703024148664,0.91572200222882,1.31224809726724,4.90181238570603,342.18592950066,101.138173513494,143.95875195205,540.413107049271
"7","NCCA_Region","Gulf","NCCA_SCI_Status","Missing",-5.23333654466898,2.39438724190726,-9.92624930384939,-0.540423785488559,-673.717751158284,276.731737693622,-1216.10199041697,-131.333511899599,36,9.73885655309324,1.73813217310485,6.33218009343739,13.1455330127491,1169.92326965649,207.809213544997,762.624695452702,1577.22184386027,8,4.50552000842426,1.64681110423328,1.27782955478639,7.73321046206213,496.205518498205,182.745137863478,138.03162993598,854.379407060429
"8","NCCA_Region","Northeast","NCCA_SCI_Status","Good",-2.59157487188027,3.16422056617978,-8.79333322073358,3.61018347697304,-539.857303089705,448.862669182964,-1419.61196869283,339.897362513422,445,83.0477411512443,1.5597681168618,79.9906518179613,86.1048304845273,8057.89167920714,257.131898285649,7553.92241929086,8561.86093912343,167,80.456166279364,2.75307377544746,75.0602408327053,85.8520917260227,7518.03437611744,367.914232763662,6796.93573050098,8239.1330217339
"9","NCCA_Region","Northeast","NCCA_SCI_Status","Fair",-1.61844816923733,2.43605427327078,-6.39302680923294,3.15613047075829,-192.875863372788,234.844131559979,-653.161903210933,267.410176465357,87,11.6173966732671,1.44609331051064,8.7831058663819,14.4516874801522,1127.20373474198,139.953684045288,852.899554509513,1401.50791497444,31,9.99894850402973,1.96040163222162,6.15663190964183,13.8412650984176,934.327871369187,188.586140663391,564.705827685535,1303.94991505284
"10","NCCA_Region","Northeast","NCCA_SCI_Status","Poor",-0.0072586918998212,0.11788173407588,-0.238302645123673,0.223785261324031,-1.33660034947804,11.253014436694,-23.3921033629076,20.7189026639515,4,0.183654340577664,0.0921994458705765,0.00294674727678414,0.364361933878544,17.8194706114395,8.94347512271234,0.290581474293429,35.3483597485857,2,0.176395648677843,0.073453151122978,0.0324301179258283,0.320361179429858,16.4828702619615,6.82968422709789,3.09693515106837,29.8688053728546
