"","Type","Subpopulation","Indicator","Category","DiffEst.P","StdError.P","LCB95Pct.P","UCB95Pct.P","DiffEst.U","StdError.U","LCB95Pct.U","UCB95Pct.U","NResp_1","Estimate.P_1","StdError.P_1","LCB95Pct.P_1","UCB95Pct.P_1","Estimate.U_1","StdError.U_1","LCB95Pct.U_1","UCB95Pct.U_1","NResp_2","Estimate.P_2","StdError.P_2","LCB95Pct.P_2","UCB95Pct.P_2","Estimate.U_2","StdError.U_2","LCB95Pct.U_2","UCB95Pct.U_2"
"1","National","National","NCCA_BI_Status","Good",-5.38751028419971,2.201401035999,-9.70217703028692,-1.0728435381125,-865.392392115702,633.985909682746,-2107.98194179975,377.197157568343,988,57.5298346922411,1.57648231726623,54.439986128135,60.6196832563471,13758.3956689517,458.884703555373,12858.9981769269,14657.7931609766,695,52.1423244080414,1.53651229238311,49.1308156531674,55.1538331629153,12893.003276836,437.450525795954,12035.6160012578,13750.3905524142
"2","National","National","NCCA_BI_Status","Fair",-7.7827211976982,1.7769586001838,-11.2654960560771,-4.29994633931924,-1765.95610139752,428.059034379531,-2604.93639203839,-926.975810756644,238,19.5289513215238,1.37392169607271,16.8361142796431,22.2217883634045,4670.39477374788,325.807759883753,4031.82329849206,5308.96624900371,139,11.7462301238256,1.12690773350255,9.53753155226097,13.9549286953903,2904.43867235037,277.639767528839,2360.27472731777,3448.60261738296
"3","National","National","NCCA_BI_Status","Poor",-3.62612688370798,1.83353752983205,-7.21979440648133,-0.0324593609346328,-741.16712066674,454.382348313635,-1631.7401585722,149.40591723872,386,19.1599475088649,1.24904594498892,16.7118624416508,21.608032576079,4582.14664153835,300.203043220355,3993.75948877714,5170.53379429957,241,15.5338206251569,1.34229061704585,12.902979358961,18.1646618913528,3840.97952087161,341.088626753006,3172.4580968995,4509.50094484373
"4","National","National","NCCA_BI_Status","Missing",16.7963583656059,1.09904323040341,14.6422732165626,18.9504435146491,4183.840013887,270.637524434494,3653.40021313031,4714.27981464368,43,3.78126647737024,0.647745418154959,2.51170878663569,5.0508241681048,904.298797375468,154.700337255972,601.091707957564,1207.50588679337,103,20.5776248429761,0.8878749323834,18.8374219527287,22.3178277332235,5088.13881126246,222.064124263511,4652.90112544756,5523.37649707737
"5","NCCA_Region","Gulf","NCCA_BI_Status","Good",-11.2021956705267,3.26694769485147,-17.6052954918118,-4.79909584924169,-1163.47614944404,339.713084962307,-1829.30156104715,-497.650737840922,167,36.4618050262124,2.57628341182584,31.4123823250658,41.5112277273591,3786.9754967137,270.548178334217,3256.71081109571,4317.24018233168,99,25.2596093556857,2.00890791796099,21.3222221882248,29.1969965231466,2623.49934726966,205.447470888896,2220.82970361258,3026.16899092674
"6","NCCA_Region","Gulf","NCCA_BI_Status","Fair",-17.2050512342335,3.38030729702299,-23.8303317930766,-10.5797706753905,-1786.94135951048,352.814523601972,-2478.445118993,-1095.43760002796,122,34.4629238746734,2.70315105138289,29.1648451691914,39.7610025801554,3579.36882621893,283.074166968697,3024.55365400661,4134.18399843126,57,17.2578726404398,2.02964327301979,13.2798449238571,21.2359003570226,1792.42746670845,210.58752113899,1379.68350968246,2205.17142373444
"7","NCCA_Region","Gulf","NCCA_BI_Status","Poor",-10.2262036559629,2.72439717143725,-15.5659239915627,-4.88648332036313,-1062.10821547905,282.180799344158,-1615.17241932232,-509.044011635779,109,22.1502587039727,2.1427058840996,17.9506323416754,26.3498850662699,2300.55771779566,222.402753822587,1864.65633024087,2736.45910535046,48,11.9240550480097,1.68260257992796,8.62621459105675,15.2218955049627,1238.44950231661,173.675037384875,898.05268402861,1578.84632060461
"8","NCCA_Region","Gulf","NCCA_BI_Status","Missing",38.6334505607232,2.22507061467918,34.2723922928936,42.9945088285528,4012.52572443357,253.041122096263,3516.5742385173,4508.47721034985,20,6.92501239514149,1.34229602267403,4.29416053410903,9.55586425617395,719.241744504595,139.688843442808,445.456642314637,993.026846694552,81,45.5584629558647,1.7745930879563,42.0803244162566,49.0366014954728,4731.76746893817,210.990133630334,4318.23440592942,5145.30053194692
"9","NCCA_Region","Northeast","NCCA_BI_Status","Good",3.2786265264001,3.67618092584779,-3.92655568891468,10.4838087417149,781.378490682599,265.196008276421,261.603865617028,1301.15311574817,403,67.4302444815516,2.49090580424638,62.5481588163469,72.3123301467563,3788.39709548266,160.707550164805,3473.41608511598,4103.37810584934,274,70.7088710079517,2.70364466488088,65.4098248377913,76.0079171781121,4569.77558616526,210.954986017809,4156.3114112112,4983.23976111932
"10","NCCA_Region","Northeast","NCCA_BI_Status","Fair",-1.30953523184421,0.764081576172703,-2.8071076023933,0.188037138704887,-69.9505747418522,44.3863701623927,-156.946261664605,17.0451121809008,18,1.73843876637793,0.675343112667222,0.414790588342997,3.06208694441286,97.6697685713189,37.9123337460403,23.3629598592175,171.97657728342,6,0.428903534533718,0.357396607733637,0,1.12938801388844,27.7191938294667,23.082564981427,0,72.9601898638692
"11","NCCA_Region","Northeast","NCCA_BI_Status","Poor",-3.91647873102771,3.55231793127217,-10.878893937957,3.04593647590158,-8.01261055125451,232.369964075991,-463.449371229063,447.424150126554,216,29.0213134992109,2.41779461972503,24.2825231225352,33.7601038758867,1630.48882015521,147.11034504597,1342.15784211185,1918.81979819857,137,25.1048347681832,2.60254334481993,20.0039435441318,30.2057259922347,1622.47620960396,179.873140254828,1269.93133291837,1975.02108628954
